"139f -- Väestöennuste 2021: Väestö iän ja sukupuolen mukaan alueittain, 2021-2040"

"Alue"	"Vuosi"	"Yhteensä Yhteensä Väestö 31.12. (ennuste 2021)"	"Yhteensä 0 - 6 Väestö 31.12. (ennuste 2021)"	"Yhteensä 7 - 12 Väestö 31.12. (ennuste 2021)"	"Yhteensä 13 - 15 Väestö 31.12. (ennuste 2021)"	"Yhteensä 16 - 18 Väestö 31.12. (ennuste 2021)"	"Yhteensä 19 - 49 Väestö 31.12. (ennuste 2021)"	"Yhteensä 50 - 64 Väestö 31.12. (ennuste 2021)"	"Yhteensä 65 - 74 Väestö 31.12. (ennuste 2021)"	"Yhteensä 75 - Väestö 31.12. (ennuste 2021)"	"Miehet Yhteensä Väestö 31.12. (ennuste 2021)"	"Miehet 0 - 6 Väestö 31.12. (ennuste 2021)"	"Miehet 7 - 12 Väestö 31.12. (ennuste 2021)"	"Miehet 13 - 15 Väestö 31.12. (ennuste 2021)"	"Miehet 16 - 18 Väestö 31.12. (ennuste 2021)"	"Miehet 19 - 49 Väestö 31.12. (ennuste 2021)"	"Miehet 50 - 64 Väestö 31.12. (ennuste 2021)"	"Miehet 65 - 74 Väestö 31.12. (ennuste 2021)"	"Miehet 75 - Väestö 31.12. (ennuste 2021)"	"Naiset Yhteensä Väestö 31.12. (ennuste 2021)"	"Naiset 0 - 6 Väestö 31.12. (ennuste 2021)"	"Naiset 7 - 12 Väestö 31.12. (ennuste 2021)"	"Naiset 13 - 15 Väestö 31.12. (ennuste 2021)"	"Naiset 16 - 18 Väestö 31.12. (ennuste 2021)"	"Naiset 19 - 49 Väestö 31.12. (ennuste 2021)"	"Naiset 50 - 64 Väestö 31.12. (ennuste 2021)"	"Naiset 65 - 74 Väestö 31.12. (ennuste 2021)"	"Naiset 75 - Väestö 31.12. (ennuste 2021)"
"Kauniainen"	"2027"	11038	688	838	522	502	3769	2135	1083	1501	5338	343	411	254	252	1873	1042	523	640	5700	345	427	268	250	1896	1093	560	861
"Kauniainen"	"2028"	11147	689	847	503	517	3813	2135	1117	1526	5394	343	414	254	252	1889	1052	545	645	5753	346	433	249	265	1924	1083	572	881
"Kauniainen"	"2029"	11256	689	847	507	520	3847	2147	1142	1557	5452	343	419	245	263	1902	1061	559	660	5804	346	428	262	257	1945	1086	583	897
"Kauniainen"	"2030"	11358	689	857	489	540	3872	2170	1155	1586	5506	343	421	241	269	1917	1072	564	679	5852	346	436	248	271	1955	1098	591	907
"Kauniainen"	"2031"	11453	687	865	490	525	3907	2185	1173	1621	5557	342	423	241	270	1931	1079	576	695	5896	345	442	249	255	1976	1106	597	926
"Kerava"	"2021"	37535	2558	2570	1335	1266	15209	6979	4353	3265	18496	1290	1256	688	652	7970	3435	1879	1326	19039	1268	1314	647	614	7239	3544	2474	1939
"Kerava"	"2022"	37908	2543	2510	1362	1318	15397	6943	4323	3512	18708	1277	1244	674	681	8104	3411	1883	1434	19200	1266	1266	688	637	7293	3532	2440	2078
"Kerava"	"2023"	38263	2528	2509	1341	1343	15598	6925	4229	3790	18908	1262	1263	642	688	8241	3415	1846	1551	19355	1266	1246	699	655	7357	3510	2383	2239
"Kerava"	"2024"	38599	2522	2458	1360	1388	15753	6897	4177	4044	19095	1277	1236	633	712	8325	3411	1864	1637	19504	1245	1222	727	676	7428	3486	2313	2407
"Kerava"	"2025"	38915	2543	2437	1290	1413	15895	6922	4178	4237	19272	1282	1227	613	701	8423	3447	1875	1704	19643	1261	1210	677	712	7472	3475	2303	2533
"Kerava"	"2026"	39218	2583	2353	1317	1396	15993	6965	4185	4426	19443	1313	1177	635	673	8480	3488	1908	1769	19775	1270	1176	682	723	7513	3477	2277	2657
"Kerava"	"2027"	39499	2596	2308	1295	1412	16117	6976	4181	4614	19603	1318	1150	645	666	8561	3494	1927	1842	19896	1278	1158	650	746	7556	3482	2254	2772
"Kerava"	"2028"	39767	2597	2295	1304	1350	16270	6946	4255	4750	19759	1319	1138	651	649	8643	3492	1978	1889	20008	1278	1157	653	701	7627	3454	2277	2861
"Kerava"	"2029"	40022	2598	2280	1276	1369	16351	6961	4306	4881	19910	1319	1125	646	666	8705	3513	1999	1937	20112	1279	1155	630	703	7646	3448	2307	2944
"Kerava"	"2030"	40261	2596	2278	1245	1352	16466	6985	4322	5017	20055	1318	1138	611	675	8763	3545	2025	1980	20206	1278	1140	634	677	7703	3440	2297	3037
"Kerava"	"2031"	40493	2594	2300	1210	1355	16515	7012	4341	5166	20196	1317	1144	594	679	8803	3574	2051	2034	20297	1277	1156	616	676	7712	3438	2290	3132
"Kirkkonummi"	"2021"	40483	2889	3383	1834	1718	15168	8453	4199	2839	20197	1443	1727	918	864	7791	4254	1987	1213	20286	1446	1656	916	854	7377	4199	2212	1626
"Kirkkonummi"	"2022"	40828	2895	3294	1800	1729	15269	8554	4209	3078	20386	1449	1677	889	896	7861	4279	2018	1317	20442	1446	1617	911	833	7408	4275	2191	1761
"Kirkkonummi"	"2023"	41152	2898	3179	1781	1772	15410	8618	4168	3326	20566	1439	1636	898	905	7944	4326	1980	1438	20586	1459	1543	883	867	7466	4292	2188	1888
"Kirkkonummi"	"2024"	41463	2910	3080	1756	1798	15492	8712	4181	3534	20741	1454	1590	880	911	8008	4378	1999	1521	20722	1456	1490	876	887	7484	4334	2182	2013
"Kirkkonummi"	"2025"	41761	2944	2969	1758	1768	15568	8809	4202	3743	20908	1475	1519	889	888	8069	4434	2037	1597	20853	1469	1450	869	880	7499	4375	2165	2146
"Kirkkonummi"	"2026"	42041	3008	2866	1696	1755	15630	8902	4261	3923	21067	1521	1437	879	896	8099	4494	2067	1674	20974	1487	1429	817	859	7531	4408	2194	2249
"Kirkkonummi"	"2027"	42305	3049	2771	1669	1734	15692	8984	4304	4102	21218	1546	1395	866	880	8149	4541	2084	1757	21087	1503	1376	803	854	7543	4443	2220	2345
"Kirkkonummi"	"2028"	42561	3058	2771	1586	1736	15752	9008	4362	4288	21365	1551	1396	812	890	8184	4567	2117	1848	21196	1507	1375	774	846	7568	4441	2245	2440
"Kirkkonummi"	"2029"	42810	3063	2771	1540	1678	15830	9013	4463	4452	21507	1553	1386	784	880	8245	4552	2196	1911	21303	1510	1385	756	798	7585	4461	2267	2541
"Kirkkonummi"	"2030"	43050	3064	2780	1475	1653	15880	9032	4547	4619	21646	1554	1397	753	866	8288	4556	2244	1988	21404	1510	1383	722	787	7592	4476	2303	2631
"Kirkkonummi"	"2031"	43279	3061	2811	1450	1577	15939	9019	4643	4779	21777	1552	1416	739	816	8338	4570	2287	2059	21502	1509	1395	711	761	7601	4449	2356	2720
"Lapinjärvi"	"2021"	2594	156	149	102	76	771	551	413	376	1308	69	72	54	43	411	286	203	170	1286	87	77	48	33	360	265	210	206
"Lapinjärvi"	"2022"	2568	153	152	98	76	760	540	402	387	1294	72	70	49	44	397	292	195	175	1274	81	82	49	32	363	248	207	212
"Lapinjärvi"	"2023"	2546	145	150	96	74	760	544	378	399	1283	69	71	46	38	396	295	188	180	1263	76	79	50	36	364	249	190	219
"Lapinjärvi"	"2024"	2527	138	151	86	92	749	529	376	406	1274	67	71	40	51	387	286	188	184	1253	71	80	46	41	362	243	188	222
"Lapinjärvi"	"2025"	2508	134	156	83	87	749	526	361	412	1266	68	71	39	47	385	287	183	186	1242	66	85	44	40	364	239	178	226
"Lapinjärvi"	"2026"	2491	136	153	75	84	739	527	365	412	1258	69	69	38	43	379	293	180	187	1233	67	84	37	41	360	234	185	225
"Lapinjärvi"	"2027"	2474	137	148	72	79	744	524	350	420	1251	69	66	38	40	384	291	171	192	1223	68	82	34	39	360	233	179	228
"Lapinjärvi"	"2028"	2458	135	145	78	74	739	521	347	419	1245	68	68	38	38	380	289	171	193	1213	67	77	40	36	359	232	176	226
"Lapinjärvi"	"2029"	2445	133	140	82	68	737	518	342	425	1240	67	66	39	37	379	286	168	198	1205	66	74	43	31	358	232	174	227
"Lapinjärvi"	"2030"	2433	132	134	84	68	734	505	345	431	1235	66	65	38	38	376	280	171	201	1198	66	69	46	30	358	225	174	230
"Lapinjärvi"	"2031"	2424	130	132	83	71	721	513	335	439	1232	65	66	38	37	369	285	163	209	1192	65	66	45	34	352	228	172	230
"Lohja"	"2021"	45632	2638	3226	1787	1709	14658	10038	6391	5185	22545	1365	1625	880	886	7561	5000	3075	2153	23087	1273	1601	907	823	7097	5038	3316	3032
"Lohja"	"2022"	45373	2537	3145	1731	1736	14529	9905	6317	5473	22415	1303	1617	843	878	7541	4902	3042	2289	22958	1234	1528	888	858	6988	5003	3275	3184
"Lohja"	"2023"	45131	2477	3011	1706	1771	14367	9815	6223	5761	22299	1287	1539	845	894	7456	4866	3006	2406	22832	1190	1472	861	877	6911	4949	3217	3355
"Lohja"	"2024"	44897	2433	2847	1727	1744	14225	9714	6168	6039	22188	1265	1449	876	880	7384	4816	2987	2531	22709	1168	1398	851	864	6841	4898	3181	3508
"Lohja"	"2025"	44669	2388	2730	1701	1696	14093	9652	6113	6296	22085	1237	1411	868	847	7345	4746	2967	2664	22584	1151	1319	833	849	6748	4906	3146	3632
"Lohja"	"2026"	44451	2400	2608	1612	1679	13944	9599	6099	6510	21988	1244	1356	819	850	7250	4751	2956	2762	22463	1156	1252	793	829	6694	4848	3143	3748
"Lohja"	"2027"	44243	2382	2496	1533	1698	13774	9533	6088	6739	21897	1238	1296	773	879	7163	4732	2939	2877	22346	1144	1200	760	819	6611	4801	3149	3862
"Lohja"	"2028"	44047	2349	2415	1483	1675	13643	9393	6169	6920	21812	1221	1246	772	871	7097	4655	2988	2962	22235	1128	1169	711	804	6546	4738	3181	3958
"Lohja"	"2029"	43865	2320	2369	1442	1592	13577	9283	6188	7094	21735	1206	1235	746	825	7092	4591	2994	3046	22130	1114	1134	696	767	6485	4692	3194	4048
"Lohja"	"2030"	43691	2293	2338	1370	1520	13523	9167	6204	7276	21660	1192	1220	709	783	7084	4547	2993	3132	22031	1101	1118	661	737	6439	4620	3211	4144
"Lohja"	"2031"	43522	2270	2310	1306	1476	13425	9035	6267	7433	21586	1180	1202	672	781	7044	4467	3044	3196	21936	1090	1108	634	695	6381	4568	3223	4237
"Loviisa"	"2021"	14625	734	897	471	426	4435	3239	2452	1971	7365	383	450	228	224	2349	1684	1203	844	7260	351	447	243	202	2086	1555	1249	1127
"Loviisa"	"2022"	14514	722	862	453	456	4357	3198	2399	2067	7303	374	426	232	236	2289	1671	1183	892	7211	348	436	221	220	2068	1527	1216	1175
"Loviisa"	"2023"	14415	702	837	446	459	4298	3166	2335	2172	7249	353	425	227	235	2252	1657	1153	947	7166	349	412	219	224	2046	1509	1182	1225
"Loviisa"	"2024"	14325	688	806	458	447	4233	3124	2339	2230	7201	341	423	223	224	2222	1634	1164	970	7124	347	383	235	223	2011	1490	1175	1260
"Loviisa"	"2025"	14238	693	737	472	434	4201	3110	2260	2331	7157	346	380	228	228	2193	1644	1128	1010	7081	347	357	244	206	2008	1466	1132	1321
"Loviisa"	"2026"	14153	700	698	458	429	4167	3058	2253	2390	7113	351	355	225	224	2180	1614	1121	1043	7040	349	343	233	205	1987	1444	1132	1347
"Loviisa"	"2027"	14078	687	677	446	440	4129	3010	2225	2464	7075	345	345	227	220	2152	1590	1111	1085	7003	342	332	219	220	1977	1420	1114	1379
"Loviisa"	"2028"	14008	679	665	403	450	4107	2947	2215	2542	7038	341	337	202	224	2133	1568	1113	1120	6970	338	328	201	226	1974	1379	1102	1422
"Loviisa"	"2029"	13940	670	651	391	437	4074	2899	2210	2608	7003	336	322	201	222	2113	1539	1122	1148	6937	334	329	190	215	1961	1360	1088	1460
"Loviisa"	"2030"	13874	663	641	374	426	4055	2854	2205	2656	6971	333	313	197	222	2088	1517	1143	1158	6903	330	328	177	204	1967	1337	1062	1498
"Loviisa"	"2031"	13813	656	649	352	390	4034	2826	2192	2714	6942	329	319	183	200	2074	1517	1131	1189	6871	327	330	169	190	1960	1309	1061	1525
"Myrskylä"	"2021"	1847	101	134	67	49	539	403	299	255	889	43	65	23	31	277	204	140	106	958	58	69	44	18	262	199	159	149
"Myrskylä"	"2022"	1826	96	125	68	57	520	405	292	263	874	42	55	32	29	264	206	134	112	952	54	70	36	28	256	199	158	151
"Myrskylä"	"2023"	1808	96	120	65	52	516	396	285	278	862	43	52	34	21	259	203	131	119	946	53	68	31	31	257	193	154	159
"Myrskylä"	"2024"	1790	96	118	60	51	515	384	275	291	850	43	50	32	21	256	196	129	123	940	53	68	28	30	259	188	146	168
"Myrskylä"	"2025"	1773	96	107	58	54	507	374	279	298	839	45	45	25	28	250	189	131	126	934	51	62	33	26	257	185	148	172
"Myrskylä"	"2026"	1756	95	103	58	52	496	366	278	308	829	45	41	26	29	242	183	131	132	927	50	62	32	23	254	183	147	176
"Myrskylä"	"2027"	1745	93	95	66	47	492	357	285	310	822	45	38	28	26	238	182	133	132	923	48	57	38	21	254	175	152	178
"Myrskylä"	"2028"	1734	92	92	60	48	489	350	285	318	814	44	38	26	22	238	177	134	135	920	48	54	34	26	251	173	151	183
"Myrskylä"	"2029"	1723	92	91	57	47	482	351	276	327	806	44	38	22	24	233	174	134	137	917	48	53	35	23	249	177	142	190
"Myrskylä"	"2030"	1713	90	94	47	52	478	349	270	333	800	43	39	20	24	232	172	131	139	913	47	55	27	28	246	177	139	194
"Myrskylä"	"2031"	1705	90	93	44	48	476	349	269	336	795	43	40	17	23	228	173	130	141	910	47	53	27	25	248	176	139	195
"Mäntsälä"	"2021"	20794	1523	1802	928	849	7144	4346	2454	1748	10405	797	928	463	426	3612	2248	1174	757	10389	726	874	465	423	3532	2098	1280	991
"Mäntsälä"	"2022"	20817	1490	1733	947	868	7121	4346	2458	1854	10431	780	879	493	438	3614	2236	1178	813	10386	710	854	454	430	3507	2110	1280	1041
"Mäntsälä"	"2023"	20851	1442	1715	946	855	7107	4351	2459	1976	10463	750	871	507	423	3615	2237	1195	865	10388	692	844	439	432	3492	2114	1264	1111
"Mäntsälä"	"2024"	20890	1444	1643	933	873	7079	4360	2467	2091	10497	746	840	496	445	3604	2257	1188	921	10393	698	803	437	428	3475	2103	1279	1170
"Mäntsälä"	"2025"	20927	1461	1556	907	891	7057	4378	2479	2198	10528	755	801	465	472	3609	2253	1213	960	10399	706	755	442	419	3448	2125	1266	1238
"Mäntsälä"	"2026"	20970	1476	1508	876	892	7026	4377	2508	2307	10564	764	782	439	484	3597	2245	1245	1008	10406	712	726	437	408	3429	2132	1263	1299
"Mäntsälä"	"2027"	21011	1479	1443	869	879	7037	4353	2554	2397	10595	757	753	440	473	3613	2239	1265	1055	10416	722	690	429	406	3424	2114	1289	1342
"Mäntsälä"	"2028"	21048	1473	1417	833	858	7073	4311	2590	2493	10622	754	740	426	447	3657	2213	1281	1104	10426	719	677	407	411	3416	2098	1309	1389
"Mäntsälä"	"2029"	21087	1467	1379	843	828	7065	4291	2617	2597	10647	751	716	442	423	3665	2207	1297	1146	10440	716	663	401	405	3400	2084	1320	1451
"Mäntsälä"	"2030"	21127	1461	1381	786	822	7068	4281	2655	2673	10673	748	713	413	425	3678	2200	1322	1174	10454	713	668	373	397	3390	2081	1333	1499
"Mäntsälä"	"2031"	21169	1455	1401	741	792	7082	4257	2681	2760	10701	745	724	389	413	3689	2189	1339	1213	10468	710	677	352	379	3393	2068	1342	1547
"Nurmijärvi"	"2021"	44061	3394	3820	2003	1877	16146	9138	4362	3321	22109	1703	1964	1025	978	8316	4670	2058	1395	21952	1691	1856	978	899	7830	4468	2304	1926
"Nurmijärvi"	"2022"	44432	3351	3767	2011	1913	16224	9238	4383	3545	22295	1690	1937	1042	985	8344	4740	2057	1500	22137	1661	1830	969	928	7880	4498	2326	2045
"Nurmijärvi"	"2023"	44794	3360	3722	1988	1900	16437	9236	4370	3781	22479	1709	1885	1044	962	8465	4749	2058	1607	22315	1651	1837	944	938	7972	4487	2312	2174
"Nurmijärvi"	"2024"	45148	3413	3620	1963	1933	16496	9325	4384	4014	22661	1738	1822	1021	1008	8508	4779	2084	1701	22487	1675	1798	942	925	7988	4546	2300	2313
"Nurmijärvi"	"2025"	45488	3483	3519	1914	1944	16562	9429	4439	4198	22840	1770	1775	1002	1024	8550	4829	2094	1796	22648	1713	1744	912	920	8012	4600	2345	2402
"Nurmijärvi"	"2026"	45820	3532	3442	1913	1924	16661	9447	4501	4400	23016	1796	1715	1007	1025	8611	4844	2150	1868	22804	1736	1727	906	899	8050	4603	2351	2532
"Nurmijärvi"	"2027"	46142	3584	3336	1922	1901	16744	9500	4590	4565	23185	1823	1676	987	1006	8692	4869	2182	1950	22957	1761	1660	935	895	8052	4631	2408	2615
"Nurmijärvi"	"2028"	46449	3603	3290	1918	1860	16871	9436	4733	4738	23344	1833	1659	979	988	8755	4858	2239	2033	23105	1770	1631	939	872	8116	4578	2494	2705
"Nurmijärvi"	"2029"	46748	3616	3293	1872	1856	16953	9397	4845	4916	23497	1839	1673	925	992	8812	4844	2319	2093	23251	1777	1620	947	864	8141	4553	2526	2823
"Nurmijärvi"	"2030"	47039	3623	3337	1768	1863	17057	9368	4969	5054	23646	1843	1696	886	973	8877	4810	2406	2155	23393	1780	1641	882	890	8180	4558	2563	2899
"Nurmijärvi"	"2031"	47322	3626	3401	1672	1858	17132	9333	5097	5203	23791	1844	1726	846	965	8914	4801	2468	2227	23531	1782	1675	826	893	8218	4532	2629	2976
"Pornainen"	"2021"	5064	355	445	252	254	1732	1148	534	344	2605	187	226	138	135	903	601	268	147	2459	168	219	114	119	829	547	266	197
"Pornainen"	"2022"	5062	346	427	245	258	1730	1129	559	368	2605	176	233	128	134	905	586	282	161	2457	170	194	117	124	825	543	277	207
"Pornainen"	"2023"	5061	340	421	236	236	1736	1129	574	389	2604	174	231	112	131	905	594	285	172	2457	166	190	124	105	831	535	289	217
"Pornainen"	"2024"	5062	331	411	236	235	1707	1150	565	427	2604	174	217	112	134	896	593	285	193	2458	157	194	124	101	811	557	280	234
"Pornainen"	"2025"	5067	337	386	227	233	1698	1159	580	447	2606	170	212	116	125	886	599	295	203	2461	167	174	111	108	812	560	285	244
"Pornainen"	"2026"	5075	337	372	229	223	1678	1175	589	472	2609	168	200	125	111	883	606	299	217	2466	169	172	104	112	795	569	290	255
"Pornainen"	"2027"	5087	339	358	222	222	1677	1170	603	496	2615	167	194	119	112	883	604	310	226	2472	172	164	103	110	794	566	293	270
"Pornainen"	"2028"	5097	338	350	213	215	1684	1158	624	515	2621	167	184	121	114	878	603	314	240	2476	171	166	92	101	806	555	310	275
"Pornainen"	"2029"	5110	336	345	207	216	1668	1167	630	541	2627	166	182	111	122	872	611	310	253	2483	170	163	96	94	796	556	320	288
"Pornainen"	"2030"	5126	335	338	202	211	1676	1141	651	572	2636	165	183	103	118	878	600	322	267	2490	170	155	99	93	798	541	329	305
"Pornainen"	"2031"	5143	334	344	188	204	1675	1127	675	596	2645	165	180	97	119	880	590	338	276	2498	169	164	91	85	795	537	337	320
"Porvoo"	"2021"	50851	3359	3737	1916	1911	18212	10358	6348	5010	24947	1689	1873	1006	967	9246	5120	2958	2088	25904	1670	1864	910	944	8966	5238	3390	2922
"Porvoo"	"2022"	51027	3271	3704	1949	1915	18229	10344	6249	5366	25051	1663	1850	997	1009	9255	5103	2933	2241	25976	1608	1854	952	906	8974	5241	3316	3125
"Porvoo"	"2023"	51191	3257	3620	1938	1928	18287	10320	6146	5695	25145	1658	1812	968	1021	9312	5088	2895	2391	26046	1599	1808	970	907	8975	5232	3251	3304
"Porvoo"	"2024"	51346	3243	3529	1961	1922	18290	10328	6112	5961	25232	1669	1759	974	1013	9343	5074	2887	2513	26114	1574	1770	987	909	8947	5254	3225	3448
"Porvoo"	"2025"	51486	3240	3418	1947	1953	18254	10378	6056	6240	25307	1658	1727	963	1006	9347	5119	2850	2637	26179	1582	1691	984	947	8907	5259	3206	3603
"Porvoo"	"2026"	51620	3263	3308	1929	1944	18252	10400	6034	6490	25377	1661	1683	957	981	9357	5144	2844	2750	26243	1602	1625	972	963	8895	5256	3190	3740
"Porvoo"	"2027"	51740	3266	3226	1896	1965	18237	10390	6006	6754	25439	1675	1617	963	986	9375	5134	2844	2845	26301	1591	1609	933	979	8862	5256	3162	3909
"Porvoo"	"2028"	51849	3251	3145	1874	1952	18296	10286	6122	6923	25497	1667	1593	949	976	9402	5072	2925	2913	26352	1584	1552	925	976	8894	5214	3197	4010
"Porvoo"	"2029"	51947	3235	3132	1810	1933	18293	10299	6150	7095	25551	1659	1588	918	969	9412	5075	2960	2970	26396	1576	1544	892	964	8881	5224	3190	4125
"Porvoo"	"2030"	52037	3219	3123	1751	1901	18330	10232	6192	7289	25600	1651	1599	861	974	9419	5059	2968	3069	26437	1568	1524	890	927	8911	5173	3224	4220
"Porvoo"	"2031"	52117	3202	3127	1663	1880	18351	10192	6207	7495	25648	1642	1593	840	961	9433	5035	2982	3162	26469	1560	1534	823	919	8918	5157	3225	4333
"Pukkila"	"2021"	1804	101	130	72	61	537	461	226	216	927	56	58	31	36	288	236	115	107	877	45	72	41	25	249	225	111	109
"Pukkila"	"2022"	1780	98	133	58	66	517	459	220	229	912	51	63	28	35	276	235	114	110	868	47	70	30	31	241	224	106	119
"Pukkila"	"2023"	1759	97	127	63	63	498	458	224	229	899	52	59	30	35	263	230	124	106	860	45	68	33	28	235	228	100	123
"Pukkila"	"2024"	1744	99	115	65	61	487	451	228	238	890	52	57	30	30	260	229	119	113	854	47	58	35	31	227	222	109	125
"Pukkila"	"2025"	1728	103	109	65	52	481	449	231	238	881	54	56	28	28	255	225	123	112	847	49	53	37	24	226	224	108	126
"Pukkila"	"2026"	1717	103	104	63	56	473	445	233	240	874	54	54	27	30	249	224	125	111	843	49	50	36	26	224	221	108	129
"Pukkila"	"2027"	1706	105	93	63	58	474	427	247	239	869	55	50	28	30	250	213	133	110	837	50	43	35	28	224	214	114	129
"Pukkila"	"2028"	1697	104	92	62	58	470	415	254	242	863	54	47	32	29	246	210	135	110	834	50	45	30	29	224	205	119	132
"Pukkila"	"2029"	1690	104	89	61	55	470	414	256	241	860	54	47	31	27	245	212	135	109	830	50	42	30	28	225	202	121	132
"Pukkila"	"2030"	1684	104	91	52	56	472	395	264	250	857	54	47	28	29	244	200	140	115	827	50	44	24	27	228	195	124	135
"Pukkila"	"2031"	1678	102	95	48	56	467	386	269	255	854	53	49	24	32	243	195	142	116	824	49	46	24	24	224	191	127	139
"Raasepori"	"2021"	27352	1590	1702	917	868	8746	5802	3996	3731	13557	818	879	451	480	4560	2862	1939	1568	13795	772	823	466	388	4186	2940	2057	2163
"Raasepori"	"2022"	27180	1539	1664	932	879	8599	5732	3928	3907	13472	797	852	462	480	4493	2809	1917	1662	13708	742	812	470	399	4106	2923	2011	2245
"Raasepori"	"2023"	27017	1526	1571	931	903	8507	5628	3889	4062	13392	787	816	465	474	4466	2743	1909	1732	13625	739	755	466	429	4041	2885	1980	2330
"Raasepori"	"2024"	26860	1500	1517	918	860	8408	5617	3842	4198	13316	762	806	465	437	4406	2753	1892	1795	13544	738	711	453	423	4002	2864	1950	2403
"Raasepori"	"2025"	26709	1470	1476	890	871	8282	5566	3840	4314	13243	761	761	459	446	4356	2723	1889	1848	13466	709	715	431	425	3926	2843	1951	2466
"Raasepori"	"2026"	26564	1455	1423	845	873	8213	5465	3853	4437	13174	746	748	436	450	4332	2672	1883	1907	13390	709	675	409	423	3881	2793	1970	2530
"Raasepori"	"2027"	26427	1423	1409	805	861	8142	5400	3862	4525	13112	727	731	433	449	4290	2633	1903	1946	13315	696	678	372	412	3852	2767	1959	2579
"Raasepori"	"2028"	26297	1395	1370	795	835	8072	5348	3868	4614	13054	713	715	415	443	4256	2621	1886	2005	13243	682	655	380	392	3816	2727	1982	2609
"Raasepori"	"2029"	26173	1370	1364	753	798	8044	5228	3913	4703	12998	700	709	403	423	4243	2555	1913	2052	13175	670	655	350	375	3801	2673	2000	2651
"Raasepori"	"2030"	26057	1348	1348	740	761	7973	5186	3926	4775	12944	689	691	394	418	4213	2522	1933	2084	13113	659	657	346	343	3760	2664	1993	2691
"Raasepori"	"2031"	25949	1329	1331	708	751	7921	5133	3895	4881	12892	679	695	369	402	4204	2492	1916	2135	13057	650	636	339	349	3717	2641	1979	2746
"Sipoo"	"2021"	22094	1553	1744	919	856	8096	4898	2207	1821	11110	810	925	501	466	4124	2442	1051	791	10984	743	819	418	390	3972	2456	1156	1030
"Sipoo"	"2022"	22483	1602	1713	923	875	8203	4996	2222	1949	11311	820	929	493	479	4197	2479	1071	843	11172	782	784	430	396	4006	2517	1151	1106
"Sipoo"	"2023"	22865	1606	1709	931	882	8407	5013	2228	2089	11505	822	935	482	478	4322	2485	1066	915	11360	784	774	449	404	4085	2528	1162	1174
"Sipoo"	"2024"	23240	1650	1660	950	936	8501	5069	2241	2233	11693	847	897	496	514	4373	2519	1068	979	11547	803	763	454	422	4128	2550	1173	1254
"Sipoo"	"2025"	23604	1683	1670	930	938	8598	5155	2311	2319	11874	857	912	487	506	4426	2571	1102	1013	11730	826	758	443	432	4172	2584	1209	1306
"Sipoo"	"2026"	23960	1726	1625	934	947	8739	5192	2391	2406	12051	886	871	507	497	4511	2582	1153	1044	11909	840	754	427	450	4228	2610	1238	1362
"Sipoo"	"2027"	24302	1762	1619	900	965	8820	5263	2475	2498	12220	900	864	488	511	4545	2630	1192	1090	12082	862	755	412	454	4275	2633	1283	1408
"Sipoo"	"2028"	24631	1775	1655	891	945	8895	5320	2560	2590	12383	907	869	500	501	4581	2659	1241	1125	12248	868	786	391	444	4314	2661	1319	1465
"Sipoo"	"2029"	24947	1783	1654	880	948	9001	5325	2698	2658	12541	911	868	484	519	4639	2650	1315	1155	12406	872	786	396	429	4362	2675	1383	1503
"Sipoo"	"2030"	25253	1788	1692	861	920	9085	5350	2815	2742	12695	914	890	464	504	4699	2660	1380	1184	12558	874	802	397	416	4386	2690	1435	1558
"Sipoo"	"2031"	25552	1790	1723	873	908	9130	5380	2889	2859	12845	915	900	464	512	4726	2667	1421	1240	12707	875	823	409	396	4404	2713	1468	1619
"Siuntio"	"2021"	6164	388	464	276	249	2087	1446	748	506	3142	202	239	149	132	1077	729	370	244	3022	186	225	127	117	1010	717	378	262
"Siuntio"	"2022"	6172	386	441	269	256	2090	1426	760	544	3144	195	241	136	140	1070	731	372	259	3028	191	200	133	116	1020	695	388	285
"Siuntio"	"2023"	6182	379	421	273	263	2083	1418	731	614	3147	190	240	127	147	1066	723	367	287	3035	189	181	146	116	1017	695	364	327
"Siuntio"	"2024"	6191	376	413	255	272	2061	1431	732	651	3148	192	225	124	152	1052	731	367	305	3043	184	188	131	120	1009	700	365	346
"Siuntio"	"2025"	6200	383	398	238	266	2063	1432	728	692	3150	196	211	128	140	1053	730	373	319	3050	187	187	110	126	1010	702	355	373
"Siuntio"	"2026"	6207	383	386	224	269	2047	1445	731	722	3151	197	200	132	132	1050	737	369	334	3056	186	186	92	137	997	708	362	388
"Siuntio"	"2027"	6212	392	369	220	253	2044	1444	735	755	3151	202	191	123	131	1045	734	373	352	3061	190	178	97	122	999	710	362	403
"Siuntio"	"2028"	6217	390	366	215	239	2033	1448	737	789	3153	201	184	120	135	1038	739	366	370	3064	189	182	95	104	995	709	371	419
"Siuntio"	"2029"	6220	388	360	210	228	2031	1428	754	821	3155	200	180	115	137	1034	734	371	384	3065	188	180	95	91	997	694	383	437
"Siuntio"	"2030"	6228	386	357	207	223	2016	1421	782	836	3158	199	181	111	128	1031	731	389	388	3070	187	176	96	95	985	690	393	448
"Siuntio"	"2031"	6239	384	363	197	218	2007	1411	795	864	3161	198	184	101	126	1034	726	397	395	3078	186	179	96	92	973	685	398	469
