"Alue"	"Vuosi"	"Yhteensa"
"Lestijärvi"	"2027"	654
"Lestijärvi"	"2028"	647
"Lestijärvi"	"2029"	639
"Lestijärvi"	"2030"	634
"Lestijärvi"	"2031"	628
"Perho"	"2021"	2654
"Perho"	"2022"	2603
"Perho"	"2023"	2553
"Perho"	"2024"	2502
"Perho"	"2025"	2449
"Perho"	"2026"	2398
"Perho"	"2027"	2349
"Perho"	"2028"	2302
"Perho"	"2029"	2257
"Perho"	"2030"	2212
"Perho"	"2031"	2170
"Toholampi"	"2021"	2897
"Toholampi"	"2022"	2829
"Toholampi"	"2023"	2763
"Toholampi"	"2024"	2699
"Toholampi"	"2025"	2637
"Toholampi"	"2026"	2579
"Toholampi"	"2027"	2524
"Toholampi"	"2028"	2471
"Toholampi"	"2029"	2421
"Toholampi"	"2030"	2371
"Toholampi"	"2031"	2325
"Veteli"	"2021"	3020
"Veteli"	"2022"	2973
"Veteli"	"2023"	2929
"Veteli"	"2024"	2887
"Veteli"	"2025"	2843
"Veteli"	"2026"	2801
"Veteli"	"2027"	2758
"Veteli"	"2028"	2716
"Veteli"	"2029"	2673
"Veteli"	"2030"	2632
"Veteli"	"2031"	2595
"Alavieska"	"2021"	2495
"Alavieska"	"2022"	2471
"Alavieska"	"2023"	2445
"Alavieska"	"2024"	2421
"Alavieska"	"2025"	2397
"Alavieska"	"2026"	2375
"Alavieska"	"2027"	2352
"Alavieska"	"2028"	2329
"Alavieska"	"2029"	2308
"Alavieska"	"2030"	2285
"Alavieska"	"2031"	2263
"Haapajärvi"	"2021"	6781
"Haapajärvi"	"2022"	6674
"Haapajärvi"	"2023"	6568
"Haapajärvi"	"2024"	6466
"Haapajärvi"	"2025"	6369
"Haapajärvi"	"2026"	6274
"Haapajärvi"	"2027"	6184
"Haapajärvi"	"2028"	6095
"Haapajärvi"	"2029"	6009
"Haapajärvi"	"2030"	5926
"Haapajärvi"	"2031"	5850
"Haapavesi"	"2021"	6573
"Haapavesi"	"2022"	6476
"Haapavesi"	"2023"	6383
"Haapavesi"	"2024"	6297
"Haapavesi"	"2025"	6214
"Haapavesi"	"2026"	6135
"Haapavesi"	"2027"	6060
"Haapavesi"	"2028"	5990
"Haapavesi"	"2029"	5920
"Haapavesi"	"2030"	5851
"Haapavesi"	"2031"	5784
"Hailuoto"	"2021"	941
"Hailuoto"	"2022"	936
"Hailuoto"	"2023"	932
"Hailuoto"	"2024"	926
"Hailuoto"	"2025"	920
"Hailuoto"	"2026"	914
"Hailuoto"	"2027"	908
"Hailuoto"	"2028"	901
"Hailuoto"	"2029"	895
"Hailuoto"	"2030"	889
"Hailuoto"	"2031"	884
"Ii"	"2021"	9808
"Ii"	"2022"	9768
"Ii"	"2023"	9725
"Ii"	"2024"	9684
"Ii"	"2025"	9641
"Ii"	"2026"	9597
"Ii"	"2027"	9551
"Ii"	"2028"	9507
"Ii"	"2029"	9468
"Ii"	"2030"	9430
"Ii"	"2031"	9394
"Kalajoki"	"2021"	12367
"Kalajoki"	"2022"	12323
"Kalajoki"	"2023"	12272
"Kalajoki"	"2024"	12216
"Kalajoki"	"2025"	12159
"Kalajoki"	"2026"	12100
"Kalajoki"	"2027"	12038
"Kalajoki"	"2028"	11974
"Kalajoki"	"2029"	11911
"Kalajoki"	"2030"	11844
"Kalajoki"	"2031"	11775
"Kempele"	"2021"	19174
"Kempele"	"2022"	19521
"Kempele"	"2023"	19848
"Kempele"	"2024"	20157
"Kempele"	"2025"	20443
"Kempele"	"2026"	20710
"Kempele"	"2027"	20966
"Kempele"	"2028"	21203
"Kempele"	"2029"	21422
"Kempele"	"2030"	21632
"Kempele"	"2031"	21836
"Kuusamo"	"2021"	15100
"Kuusamo"	"2022"	14988
"Kuusamo"	"2023"	14881
"Kuusamo"	"2024"	14776
"Kuusamo"	"2025"	14673
"Kuusamo"	"2026"	14574
"Kuusamo"	"2027"	14474
"Kuusamo"	"2028"	14374
"Kuusamo"	"2029"	14275
"Kuusamo"	"2030"	14178
"Kuusamo"	"2031"	14083
"Kärsämäki"	"2021"	2508
"Kärsämäki"	"2022"	2478
"Kärsämäki"	"2023"	2448
"Kärsämäki"	"2024"	2420
"Kärsämäki"	"2025"	2394
"Kärsämäki"	"2026"	2369
"Kärsämäki"	"2027"	2341
"Kärsämäki"	"2028"	2316
"Kärsämäki"	"2029"	2290
"Kärsämäki"	"2030"	2266
"Kärsämäki"	"2031"	2244
"Liminka"	"2021"	10311
"Liminka"	"2022"	10365
"Liminka"	"2023"	10407
"Liminka"	"2024"	10436
"Liminka"	"2025"	10464
"Liminka"	"2026"	10489
"Liminka"	"2027"	10512
"Liminka"	"2028"	10530
"Liminka"	"2029"	10544
"Liminka"	"2030"	10563
"Liminka"	"2031"	10580
"Lumijoki"	"2021"	2035
"Lumijoki"	"2022"	2031
"Lumijoki"	"2023"	2024
"Lumijoki"	"2024"	2018
"Lumijoki"	"2025"	2009
"Lumijoki"	"2026"	2004
"Lumijoki"	"2027"	1997
"Lumijoki"	"2028"	1992
"Lumijoki"	"2029"	1986
"Lumijoki"	"2030"	1982
"Lumijoki"	"2031"	1978
"Merijärvi"	"2021"	1062
"Merijärvi"	"2022"	1048
"Merijärvi"	"2023"	1035
"Merijärvi"	"2024"	1020
"Merijärvi"	"2025"	1006
"Merijärvi"	"2026"	993
"Merijärvi"	"2027"	979
"Merijärvi"	"2028"	969
"Merijärvi"	"2029"	957
"Merijärvi"	"2030"	945
"Merijärvi"	"2031"	933
"Muhos"	"2021"	8878
"Muhos"	"2022"	8847
"Muhos"	"2023"	8813
"Muhos"	"2024"	8780
"Muhos"	"2025"	8750
"Muhos"	"2026"	8720
"Muhos"	"2027"	8691
"Muhos"	"2028"	8662
"Muhos"	"2029"	8633
"Muhos"	"2030"	8605
"Muhos"	"2031"	8579
"Nivala"	"2021"	10391
"Nivala"	"2022"	10278
"Nivala"	"2023"	10172
"Nivala"	"2024"	10063
"Nivala"	"2025"	9957
"Nivala"	"2026"	9847
"Nivala"	"2027"	9737
"Nivala"	"2028"	9629
"Nivala"	"2029"	9518
"Nivala"	"2030"	9405
"Nivala"	"2031"	9294
"Oulainen"	"2021"	7068
"Oulainen"	"2022"	6984
"Oulainen"	"2023"	6904
"Oulainen"	"2024"	6822
"Oulainen"	"2025"	6742
"Oulainen"	"2026"	6663
"Oulainen"	"2027"	6586
"Oulainen"	"2028"	6513
"Oulainen"	"2029"	6445
"Oulainen"	"2030"	6377
"Oulainen"	"2031"	6313
"Oulu"	"2021"	209502
"Oulu"	"2022"	211406
"Oulu"	"2023"	213195
"Oulu"	"2024"	214895
"Oulu"	"2025"	216501
"Oulu"	"2026"	218018
"Oulu"	"2027"	219466
"Oulu"	"2028"	220847
"Oulu"	"2029"	222158
"Oulu"	"2030"	223389
"Oulu"	"2031"	224531
"Pudasjärvi"	"2021"	7686
"Pudasjärvi"	"2022"	7588
"Pudasjärvi"	"2023"	7494
"Pudasjärvi"	"2024"	7401
"Pudasjärvi"	"2025"	7314
"Pudasjärvi"	"2026"	7228
"Pudasjärvi"	"2027"	7149
"Pudasjärvi"	"2028"	7071
"Pudasjärvi"	"2029"	6995
"Pudasjärvi"	"2030"	6920
"Pudasjärvi"	"2031"	6849
"Pyhäjoki"	"2021"	3016
"Pyhäjoki"	"2022"	2981
"Pyhäjoki"	"2023"	2946
"Pyhäjoki"	"2024"	2912
"Pyhäjoki"	"2025"	2879
"Pyhäjoki"	"2026"	2847
"Pyhäjoki"	"2027"	2814
"Pyhäjoki"	"2028"	2781
"Pyhäjoki"	"2029"	2748
"Pyhäjoki"	"2030"	2717
"Pyhäjoki"	"2031"	2685
"Pyhäjärvi"	"2021"	4942
"Pyhäjärvi"	"2022"	4857
"Pyhäjärvi"	"2023"	4778
"Pyhäjärvi"	"2024"	4696
"Pyhäjärvi"	"2025"	4619
"Pyhäjärvi"	"2026"	4544
"Pyhäjärvi"	"2027"	4472
"Pyhäjärvi"	"2028"	4399
"Pyhäjärvi"	"2029"	4329
"Pyhäjärvi"	"2030"	4261
"Pyhäjärvi"	"2031"	4194
"Pyhäntä"	"2021"	1598
"Pyhäntä"	"2022"	1599
"Pyhäntä"	"2023"	1600
"Pyhäntä"	"2024"	1598
"Pyhäntä"	"2025"	1599
"Pyhäntä"	"2026"	1597
"Pyhäntä"	"2027"	1595
"Pyhäntä"	"2028"	1597
"Pyhäntä"	"2029"	1596
"Pyhäntä"	"2030"	1595
"Pyhäntä"	"2031"	1594
"Raahe"	"2021"	24178
"Raahe"	"2022"	24004
"Raahe"	"2023"	23830
"Raahe"	"2024"	23648
"Raahe"	"2025"	23462
"Raahe"	"2026"	23272
"Raahe"	"2027"	23080
"Raahe"	"2028"	22884
"Raahe"	"2029"	22688
"Raahe"	"2030"	22491
"Raahe"	"2031"	22294
"Reisjärvi"	"2021"	2677
"Reisjärvi"	"2022"	2642
"Reisjärvi"	"2023"	2609
"Reisjärvi"	"2024"	2578
"Reisjärvi"	"2025"	2546
"Reisjärvi"	"2026"	2515
"Reisjärvi"	"2027"	2486
"Reisjärvi"	"2028"	2455
"Reisjärvi"	"2029"	2429
"Reisjärvi"	"2030"	2401
"Reisjärvi"	"2031"	2373
"Sievi"	"2021"	4772
"Sievi"	"2022"	4707
"Sievi"	"2023"	4641
"Sievi"	"2024"	4571
"Sievi"	"2025"	4502
"Sievi"	"2026"	4431
"Sievi"	"2027"	4364
"Sievi"	"2028"	4299
"Sievi"	"2029"	4237
"Sievi"	"2030"	4178
"Sievi"	"2031"	4123
"Siikajoki"	"2021"	4937
"Siikajoki"	"2022"	4836
"Siikajoki"	"2023"	4744
"Siikajoki"	"2024"	4658
"Siikajoki"	"2025"	4574
"Siikajoki"	"2026"	4498
"Siikajoki"	"2027"	4425
"Siikajoki"	"2028"	4354
"Siikajoki"	"2029"	4288
"Siikajoki"	"2030"	4223
"Siikajoki"	"2031"	4166
"Siikalatva"	"2021"	5104
"Siikalatva"	"2022"	5010
"Siikalatva"	"2023"	4922
"Siikalatva"	"2024"	4837
"Siikalatva"	"2025"	4757
"Siikalatva"	"2026"	4679
"Siikalatva"	"2027"	4606
"Siikalatva"	"2028"	4537
"Siikalatva"	"2029"	4470
"Siikalatva"	"2030"	4408
"Siikalatva"	"2031"	4348
"Taivalkoski"	"2021"	3854
"Taivalkoski"	"2022"	3793
"Taivalkoski"	"2023"	3736
"Taivalkoski"	"2024"	3683
"Taivalkoski"	"2025"	3630
"Taivalkoski"	"2026"	3578
"Taivalkoski"	"2027"	3527
"Taivalkoski"	"2028"	3476
"Taivalkoski"	"2029"	3428
"Taivalkoski"	"2030"	3380
"Taivalkoski"	"2031"	3336
"Tyrnävä"	"2021"	6572
"Tyrnävä"	"2022"	6544
"Tyrnävä"	"2023"	6511
"Tyrnävä"	"2024"	6473
"Tyrnävä"	"2025"	6430
"Tyrnävä"	"2026"	6383
"Tyrnävä"	"2027"	6337
"Tyrnävä"	"2028"	6288
"Tyrnävä"	"2029"	6242
"Tyrnävä"	"2030"	6202
"Tyrnävä"	"2031"	6164
"Utajärvi"	"2021"	2568
"Utajärvi"	"2022"	2518
"Utajärvi"	"2023"	2473
"Utajärvi"	"2024"	2433
"Utajärvi"	"2025"	2397
"Utajärvi"	"2026"	2363
"Utajärvi"	"2027"	2332
"Utajärvi"	"2028"	2304
"Utajärvi"	"2029"	2280
"Utajärvi"	"2030"	2252
"Utajärvi"	"2031"	2227
"Vaala"	"2021"	2665
"Vaala"	"2022"	2602
"Vaala"	"2023"	2546
"Vaala"	"2024"	2494
"Vaala"	"2025"	2447
"Vaala"	"2026"	2403
"Vaala"	"2027"	2362
"Vaala"	"2028"	2325
"Vaala"	"2029"	2290
"Vaala"	"2030"	2257
"Vaala"	"2031"	2227
"Ylivieska"	"2021"	15366
"Ylivieska"	"2022"	15410
"Ylivieska"	"2023"	15443
"Ylivieska"	"2024"	15466
"Ylivieska"	"2025"	15486
"Ylivieska"	"2026"	15498
"Ylivieska"	"2027"	15499
"Ylivieska"	"2028"	15490
"Ylivieska"	"2029"	15476
"Ylivieska"	"2030"	15455
"Ylivieska"	"2031"	15427
"Hyrynsalmi"	"2021"	2154
"Hyrynsalmi"	"2022"	2113
"Hyrynsalmi"	"2023"	2078
"Hyrynsalmi"	"2024"	2042
"Hyrynsalmi"	"2025"	2009
"Hyrynsalmi"	"2026"	1976
"Hyrynsalmi"	"2027"	1945
"Hyrynsalmi"	"2028"	1916
"Hyrynsalmi"	"2029"	1886
"Hyrynsalmi"	"2030"	1858
"Hyrynsalmi"	"2031"	1832
"Kajaani"	"2021"	36429
"Kajaani"	"2022"	36251
"Kajaani"	"2023"	36069
"Kajaani"	"2024"	35887
"Kajaani"	"2025"	35702
"Kajaani"	"2026"	35510
"Kajaani"	"2027"	35321
"Kajaani"	"2028"	35125
"Kajaani"	"2029"	34928
"Kajaani"	"2030"	34732
"Kajaani"	"2031"	34533
"Kuhmo"	"2021"	7895
"Kuhmo"	"2022"	7752
"Kuhmo"	"2023"	7613
"Kuhmo"	"2024"	7477
"Kuhmo"	"2025"	7347
"Kuhmo"	"2026"	7217
"Kuhmo"	"2027"	7090
"Kuhmo"	"2028"	6967
"Kuhmo"	"2029"	6850
"Kuhmo"	"2030"	6738
"Kuhmo"	"2031"	6632
"Paltamo"	"2021"	3183
"Paltamo"	"2022"	3137
"Paltamo"	"2023"	3094
"Paltamo"	"2024"	3052
"Paltamo"	"2025"	3012
"Paltamo"	"2026"	2974
"Paltamo"	"2027"	2938
"Paltamo"	"2028"	2903
"Paltamo"	"2029"	2868
"Paltamo"	"2030"	2835
"Paltamo"	"2031"	2806
"Puolanka"	"2021"	2432
"Puolanka"	"2022"	2381
"Puolanka"	"2023"	2332
"Puolanka"	"2024"	2283
"Puolanka"	"2025"	2238
"Puolanka"	"2026"	2196
"Puolanka"	"2027"	2157
"Puolanka"	"2028"	2119
"Puolanka"	"2029"	2082
"Puolanka"	"2030"	2049
"Puolanka"	"2031"	2016
"Ristijärvi"	"2021"	1216
"Ristijärvi"	"2022"	1201
"Ristijärvi"	"2023"	1188
"Ristijärvi"	"2024"	1174
"Ristijärvi"	"2025"	1166
"Ristijärvi"	"2026"	1156
"Ristijärvi"	"2027"	1145
"Ristijärvi"	"2028"	1137
"Ristijärvi"	"2029"	1128
"Ristijärvi"	"2030"	1119
"Ristijärvi"	"2031"	1111
"Sotkamo"	"2021"	10251
"Sotkamo"	"2022"	10200
"Sotkamo"	"2023"	10148
"Sotkamo"	"2024"	10098
"Sotkamo"	"2025"	10047
"Sotkamo"	"2026"	9999
"Sotkamo"	"2027"	9949
"Sotkamo"	"2028"	9900
"Sotkamo"	"2029"	9850
"Sotkamo"	"2030"	9798
"Sotkamo"	"2031"	9747
"Suomussalmi"	"2021"	7442
"Suomussalmi"	"2022"	7297
"Suomussalmi"	"2023"	7162
"Suomussalmi"	"2024"	7033
"Suomussalmi"	"2025"	6909
"Suomussalmi"	"2026"	6791
"Suomussalmi"	"2027"	6678
"Suomussalmi"	"2028"	6571
"Suomussalmi"	"2029"	6467
"Suomussalmi"	"2030"	6365
"Suomussalmi"	"2031"	6265
"Enontekiö"	"2021"	1798
"Enontekiö"	"2022"	1789
"Enontekiö"	"2023"	1781
"Enontekiö"	"2024"	1774
"Enontekiö"	"2025"	1768
"Enontekiö"	"2026"	1761
"Enontekiö"	"2027"	1753
"Enontekiö"	"2028"	1745
"Enontekiö"	"2029"	1735
"Enontekiö"	"2030"	1726
"Enontekiö"	"2031"	1717
"Inari"	"2021"	6871
"Inari"	"2022"	6878
"Inari"	"2023"	6883
"Inari"	"2024"	6892
"Inari"	"2025"	6900
"Inari"	"2026"	6906
"Inari"	"2027"	6913
"Inari"	"2028"	6920
"Inari"	"2029"	6924
"Inari"	"2030"	6928
"Inari"	"2031"	6935
"Kemi"	"2021"	20150
"Kemi"	"2022"	19869
"Kemi"	"2023"	19599
"Kemi"	"2024"	19342
"Kemi"	"2025"	19094
"Kemi"	"2026"	18855
"Kemi"	"2027"	18624
"Kemi"	"2028"	18403
"Kemi"	"2029"	18188
"Kemi"	"2030"	17979
"Kemi"	"2031"	17779
"Kemijärvi"	"2021"	7066
"Kemijärvi"	"2022"	6947
"Kemijärvi"	"2023"	6841
"Kemijärvi"	"2024"	6743
"Kemijärvi"	"2025"	6651
"Kemijärvi"	"2026"	6560
"Kemijärvi"	"2027"	6475
"Kemijärvi"	"2028"	6395
"Kemijärvi"	"2029"	6317
"Kemijärvi"	"2030"	6243
"Kemijärvi"	"2031"	6170
"Keminmaa"	"2021"	7917
"Keminmaa"	"2022"	7848
"Keminmaa"	"2023"	7779
"Keminmaa"	"2024"	7712
"Keminmaa"	"2025"	7645
"Keminmaa"	"2026"	7578
"Keminmaa"	"2027"	7506
"Keminmaa"	"2028"	7438
"Keminmaa"	"2029"	7367
"Keminmaa"	"2030"	7294
"Keminmaa"	"2031"	7223
"Kittilä"	"2021"	6435
"Kittilä"	"2022"	6428
"Kittilä"	"2023"	6418
"Kittilä"	"2024"	6405
"Kittilä"	"2025"	6393
"Kittilä"	"2026"	6379
"Kittilä"	"2027"	6365
"Kittilä"	"2028"	6353
"Kittilä"	"2029"	6338
"Kittilä"	"2030"	6326
"Kittilä"	"2031"	6313
"Kolari"	"2021"	3941
"Kolari"	"2022"	3953
"Kolari"	"2023"	3961
"Kolari"	"2024"	3968
"Kolari"	"2025"	3974
"Kolari"	"2026"	3978
"Kolari"	"2027"	3977
"Kolari"	"2028"	3977
"Kolari"	"2029"	3978
"Kolari"	"2030"	3976
"Kolari"	"2031"	3976
"Muonio"	"2021"	2287
"Muonio"	"2022"	2276
"Muonio"	"2023"	2266
"Muonio"	"2024"	2255
"Muonio"	"2025"	2245
"Muonio"	"2026"	2236
"Muonio"	"2027"	2227
"Muonio"	"2028"	2217
"Muonio"	"2029"	2205
"Muonio"	"2030"	2195
"Muonio"	"2031"	2184
"Pelkosenniemi"	"2021"	929
"Pelkosenniemi"	"2022"	924
"Pelkosenniemi"	"2023"	920
"Pelkosenniemi"	"2024"	916
"Pelkosenniemi"	"2025"	912
"Pelkosenniemi"	"2026"	910
"Pelkosenniemi"	"2027"	907
"Pelkosenniemi"	"2028"	901
"Pelkosenniemi"	"2029"	899
"Pelkosenniemi"	"2030"	894
"Pelkosenniemi"	"2031"	890
"Pello"	"2021"	3240
"Pello"	"2022"	3179
"Pello"	"2023"	3119
"Pello"	"2024"	3064
"Pello"	"2025"	3014
"Pello"	"2026"	2968
"Pello"	"2027"	2923
"Pello"	"2028"	2881
"Pello"	"2029"	2838
"Pello"	"2030"	2797
"Pello"	"2031"	2758
"Posio"	"2021"	3039
"Posio"	"2022"	2970
"Posio"	"2023"	2911
"Posio"	"2024"	2856
"Posio"	"2025"	2804
"Posio"	"2026"	2757
"Posio"	"2027"	2710
"Posio"	"2028"	2667
"Posio"	"2029"	2625
"Posio"	"2030"	2585
"Posio"	"2031"	2545
"Ranua"	"2021"	3644
"Ranua"	"2022"	3576
"Ranua"	"2023"	3514
"Ranua"	"2024"	3453
"Ranua"	"2025"	3394
"Ranua"	"2026"	3337
"Ranua"	"2027"	3284
"Ranua"	"2028"	3232
"Ranua"	"2029"	3181
"Ranua"	"2030"	3135
"Ranua"	"2031"	3092
"Rovaniemi"	"2021"	63955
"Rovaniemi"	"2022"	64305
"Rovaniemi"	"2023"	64637
"Rovaniemi"	"2024"	64953
"Rovaniemi"	"2025"	65253
"Rovaniemi"	"2026"	65538
"Rovaniemi"	"2027"	65802
"Rovaniemi"	"2028"	66044
"Rovaniemi"	"2029"	66264
"Rovaniemi"	"2030"	66467
"Rovaniemi"	"2031"	66643
"Salla"	"2021"	3343
"Salla"	"2022"	3283
"Salla"	"2023"	3228
"Salla"	"2024"	3174
"Salla"	"2025"	3127
"Salla"	"2026"	3081
"Salla"	"2027"	3038
"Salla"	"2028"	2997
"Salla"	"2029"	2959
"Salla"	"2030"	2925
"Salla"	"2031"	2893
"Savukoski"	"2021"	1002
"Savukoski"	"2022"	993
"Savukoski"	"2023"	985
"Savukoski"	"2024"	977
"Savukoski"	"2025"	972
"Savukoski"	"2026"	967
"Savukoski"	"2027"	964
"Savukoski"	"2028"	960
"Savukoski"	"2029"	954
"Savukoski"	"2030"	949
"Savukoski"	"2031"	943
"Simo"	"2021"	2901
"Simo"	"2022"	2853
"Simo"	"2023"	2808
"Simo"	"2024"	2765
"Simo"	"2025"	2720
"Simo"	"2026"	2678
"Simo"	"2027"	2641
"Simo"	"2028"	2600
"Simo"	"2029"	2563
"Simo"	"2030"	2526
"Simo"	"2031"	2489
"Sodankylä"	"2021"	8159
"Sodankylä"	"2022"	8060
"Sodankylä"	"2023"	7968
"Sodankylä"	"2024"	7879
"Sodankylä"	"2025"	7798
"Sodankylä"	"2026"	7717
"Sodankylä"	"2027"	7635
"Sodankylä"	"2028"	7557
"Sodankylä"	"2029"	7484
"Sodankylä"	"2030"	7409
"Sodankylä"	"2031"	7338
"Tervola"	"2021"	2869
"Tervola"	"2022"	2817
"Tervola"	"2023"	2765
"Tervola"	"2024"	2718
"Tervola"	"2025"	2676
"Tervola"	"2026"	2637
"Tervola"	"2027"	2598
"Tervola"	"2028"	2561
"Tervola"	"2029"	2528
"Tervola"	"2030"	2495
"Tervola"	"2031"	2466
"Tornio"	"2021"	21335
"Tornio"	"2022"	21183
"Tornio"	"2023"	21033
"Tornio"	"2024"	20888
"Tornio"	"2025"	20748
"Tornio"	"2026"	20612
"Tornio"	"2027"	20476
"Tornio"	"2028"	20340
"Tornio"	"2029"	20203
"Tornio"	"2030"	20066
"Tornio"	"2031"	19932
"Utsjoki"	"2021"	1211
"Utsjoki"	"2022"	1204
"Utsjoki"	"2023"	1201
"Utsjoki"	"2024"	1198
"Utsjoki"	"2025"	1195
"Utsjoki"	"2026"	1193
"Utsjoki"	"2027"	1192
"Utsjoki"	"2028"	1192
"Utsjoki"	"2029"	1191
"Utsjoki"	"2030"	1192
"Utsjoki"	"2031"	1193
"Ylitornio"	"2021"	3809
"Ylitornio"	"2022"	3731
"Ylitornio"	"2023"	3660
"Ylitornio"	"2024"	3595
"Ylitornio"	"2025"	3538
"Ylitornio"	"2026"	3482
"Ylitornio"	"2027"	3430
"Ylitornio"	"2028"	3378
"Ylitornio"	"2029"	3329
"Ylitornio"	"2030"	3284
"Ylitornio"	"2031"	3240
"Brändö"	"2021"	448
"Brändö"	"2022"	446
"Brändö"	"2023"	447
"Brändö"	"2024"	447
"Brändö"	"2025"	449
"Brändö"	"2026"	450
"Brändö"	"2027"	452
"Brändö"	"2028"	456
"Brändö"	"2029"	458
"Brändö"	"2030"	461
"Brändö"	"2031"	465
"Eckerö"	"2021"	966
"Eckerö"	"2022"	970
"Eckerö"	"2023"	976
"Eckerö"	"2024"	982
"Eckerö"	"2025"	987
"Eckerö"	"2026"	993
"Eckerö"	"2027"	998
"Eckerö"	"2028"	1003
"Eckerö"	"2029"	1009
"Eckerö"	"2030"	1016
"Eckerö"	"2031"	1020
"Finström"	"2021"	2625
"Finström"	"2022"	2636
"Finström"	"2023"	2649
"Finström"	"2024"	2660
"Finström"	"2025"	2671
"Finström"	"2026"	2678
"Finström"	"2027"	2683
"Finström"	"2028"	2689
"Finström"	"2029"	2695
"Finström"	"2030"	2700
"Finström"	"2031"	2704
"Föglö"	"2021"	526
"Föglö"	"2022"	528
"Föglö"	"2023"	527
"Föglö"	"2024"	530
"Föglö"	"2025"	532
"Föglö"	"2026"	535
"Föglö"	"2027"	537
"Föglö"	"2028"	542
"Föglö"	"2029"	545
"Föglö"	"2030"	546
"Föglö"	"2031"	549
"Geta"	"2021"	519
"Geta"	"2022"	524
"Geta"	"2023"	531
"Geta"	"2024"	535
"Geta"	"2025"	542
"Geta"	"2026"	548
"Geta"	"2027"	553
"Geta"	"2028"	557
"Geta"	"2029"	562
"Geta"	"2030"	565
"Geta"	"2031"	570
"Hammarland"	"2021"	1616
"Hammarland"	"2022"	1628
"Hammarland"	"2023"	1638
"Hammarland"	"2024"	1645
"Hammarland"	"2025"	1653
"Hammarland"	"2026"	1661
"Hammarland"	"2027"	1667
"Hammarland"	"2028"	1673
"Hammarland"	"2029"	1679
"Hammarland"	"2030"	1686
"Hammarland"	"2031"	1693
"Jomala"	"2021"	5540
"Jomala"	"2022"	5676
"Jomala"	"2023"	5800
"Jomala"	"2024"	5919
"Jomala"	"2025"	6031
"Jomala"	"2026"	6142
"Jomala"	"2027"	6244
"Jomala"	"2028"	6341
"Jomala"	"2029"	6432
"Jomala"	"2030"	6521
"Jomala"	"2031"	6604
"Kumlinge"	"2021"	307
"Kumlinge"	"2022"	306
"Kumlinge"	"2023"	307
"Kumlinge"	"2024"	308
"Kumlinge"	"2025"	310
"Kumlinge"	"2026"	310
"Kumlinge"	"2027"	312
"Kumlinge"	"2028"	313
"Kumlinge"	"2029"	313
"Kumlinge"	"2030"	313
"Kumlinge"	"2031"	315
"Kökar"	"2021"	222
"Kökar"	"2022"	218
"Kökar"	"2023"	219
"Kökar"	"2024"	220
"Kökar"	"2025"	218
"Kökar"	"2026"	220
"Kökar"	"2027"	222
"Kökar"	"2028"	222
"Kökar"	"2029"	223
"Kökar"	"2030"	226
"Kökar"	"2031"	225
"Lemland"	"2021"	2142
"Lemland"	"2022"	2167
"Lemland"	"2023"	2188
"Lemland"	"2024"	2209
"Lemland"	"2025"	2232
"Lemland"	"2026"	2251
"Lemland"	"2027"	2270
"Lemland"	"2028"	2289
"Lemland"	"2029"	2304
"Lemland"	"2030"	2321
"Lemland"	"2031"	2334
"Lumparland"	"2021"	374
"Lumparland"	"2022"	375
"Lumparland"	"2023"	377
"Lumparland"	"2024"	379
"Lumparland"	"2025"	382
"Lumparland"	"2026"	382
"Lumparland"	"2027"	383
"Lumparland"	"2028"	384
"Lumparland"	"2029"	383
"Lumparland"	"2030"	385
"Lumparland"	"2031"	385
"Maarianhamina - Mariehamn"	"2021"	11778
"Maarianhamina - Mariehamn"	"2022"	11801
"Maarianhamina - Mariehamn"	"2023"	11829
"Maarianhamina - Mariehamn"	"2024"	11860
"Maarianhamina - Mariehamn"	"2025"	11891
"Maarianhamina - Mariehamn"	"2026"	11924
"Maarianhamina - Mariehamn"	"2027"	11955
"Maarianhamina - Mariehamn"	"2028"	11985
"Maarianhamina - Mariehamn"	"2029"	12018
"Maarianhamina - Mariehamn"	"2030"	12047
"Maarianhamina - Mariehamn"	"2031"	12074
"Saltvik"	"2021"	1807
"Saltvik"	"2022"	1803
"Saltvik"	"2023"	1798
"Saltvik"	"2024"	1797
"Saltvik"	"2025"	1794
"Saltvik"	"2026"	1793
"Saltvik"	"2027"	1792
"Saltvik"	"2028"	1791
"Saltvik"	"2029"	1791
"Saltvik"	"2030"	1790
"Saltvik"	"2031"	1790
"Sottunga"	"2021"	103
"Sottunga"	"2022"	103
"Sottunga"	"2023"	105
"Sottunga"	"2024"	107
"Sottunga"	"2025"	107
"Sottunga"	"2026"	108
"Sottunga"	"2027"	111
"Sottunga"	"2028"	111
"Sottunga"	"2029"	113
"Sottunga"	"2030"	113
"Sottunga"	"2031"	114
"Sund"	"2021"	1009
"Sund"	"2022"	1009
"Sund"	"2023"	1007
"Sund"	"2024"	1007
"Sund"	"2025"	1004
"Sund"	"2026"	999
"Sund"	"2027"	995
"Sund"	"2028"	993
"Sund"	"2029"	991
"Sund"	"2030"	989
"Sund"	"2031"	985
"Vårdö"	"2021"	467
"Vårdö"	"2022"	474
"Vårdö"	"2023"	479
"Vårdö"	"2024"	486
"Vårdö"	"2025"	490
"Vårdö"	"2026"	494
"Vårdö"	"2027"	501
"Vårdö"	"2028"	506
"Vårdö"	"2029"	512
"Vårdö"	"2030"	518
"Vårdö"	"2031"	525
