City,2011_suomenkielisia,2012_suomenkielisia,2013_suomenkielisia,2014_suomenkielisia,2015_suomenkielisia,2016_suomenkielisia,2017_suomenkielisia,2018_suomenkielisia,2019_suomenkielisia,2020_suomenkielisia,2021_suomenkielisia,2022_suomenkielisia
Paltamo,3763.0,3699.0,3578.0,3525.0,3450.0,3426.0,3383.0,3298.0,3235.0,3199.0,3148.0,3068
Puolanka,2965.0,2897.0,2837.0,2771.0,2723.0,2681.0,2610.0,2548.0,2485.0,2445.0,2401.0,2332
Ristijärvi,1477.0,1436.0,1411.0,1400.0,1336.0,1332.0,1306.0,1277.0,1257.0,1218.0,1191.0,1154
Sotkamo,10513.0,10491.0,10429.0,10361.0,10276.0,10204.0,10139.0,10096.0,10027.0,9956.0,9944.0,9892
Suomussalmi,8798.0,8652.0,8506.0,8325.0,8170.0,7995.0,7857.0,7684.0,7508.0,7362.0,7268.0,7116
Enontekiö,1665.0,1644.0,1643.0,1640.0,1617.0,1623.0,1613.0,1604.0,1593.0,1570.0,1545.0,1554
Inari,6222.0,6193.0,6229.0,6240.0,6214.0,6201.0,6232.0,6254.0,6192.0,6131.0,6248.0,6247
Kemi,21668.0,21476.0,21262.0,20995.0,20762.0,20551.0,20240.0,19982.0,19745.0,19451.0,19015.0,18472
Kemijärvi,8208.0,8009.0,7886.0,7793.0,7677.0,7558.0,7443.0,7272.0,7183.0,7081.0,6984.0,6839
Keminmaa,8502.0,8509.0,8482.0,8391.0,8307.0,8226.0,8206.0,8058.0,7996.0,7900.0,7816.0,7681
Kittilä,6121.0,6217.0,6283.0,6273.0,6208.0,6167.0,6173.0,6186.0,6174.0,6161.0,6232.0,6317
Kolari,3762.0,3779.0,3808.0,3750.0,3751.0,3747.0,3769.0,3745.0,3759.0,3835.0,3883.0,3888
Muonio,2278.0,2292.0,2276.0,2251.0,2238.0,2229.0,2225.0,2195.0,2203.0,2187.0,2203.0,2161
Pelkosenniemi,969.0,954.0,952.0,938.0,951.0,943.0,930.0,944.0,926.0,917.0,912.0,931
Pello,3872.0,3779.0,3695.0,3625.0,3567.0,3509.0,3452.0,3380.0,3317.0,3249.0,3238.0,3199
Posio,3786.0,3708.0,3618.0,3601.0,3447.0,3391.0,3275.0,3200.0,3142.0,3069.0,3015.0,2939
Ranua,4249.0,4215.0,4141.0,4076.0,3999.0,3981.0,3924.0,3858.0,3744.0,3672.0,3624.0,3566
Rovaniemi,58846.0,58999.0,59235.0,59518.0,59747.0,60008.0,60096.0,60524.0,60566.0,60953.0,61507.0,61699
Salla,4008.0,3932.0,3838.0,3728.0,3666.0,3592.0,3499.0,3399.0,3323.0,3326.0,3323.0,3218
Savukoski,1149.0,1120.0,1119.0,1094.0,1052.0,1036.0,1004.0,1005.0,994.0,998.0,995.0,967
Simo,3424.0,3411.0,3333.0,3264.0,3210.0,3136.0,3075.0,3014.0,2958.0,2921.0,2876.0,2849
Sodankylä,8592.0,8600.0,8634.0,8555.0,8518.0,8394.0,8285.0,8171.0,8028.0,7982.0,7903.0,7823
Tervola,3358.0,3308.0,3274.0,3209.0,3168.0,3063.0,3008.0,2997.0,2929.0,2876.0,2811.0,2773
Tornio,22018.0,21929.0,21786.0,21673.0,21541.0,21413.0,21249.0,21123.0,20912.0,20791.0,20617.0,20477
Utsjoki,648.0,641.0,646.0,635.0,635.0,637.0,651.0,655.0,639.0,652.0,619.0,633
Ylitornio,4605.0,4512.0,4436.0,4303.0,4240.0,4145.0,4037.0,3916.0,3785.0,3760.0,3705.0,3649
Brändö,67.0,75.0,82.0,84.0,88.0,88.0,89.0,85.0,84.0,85.0,80.0,89
Eckerö,53.0,54.0,47.0,45.0,45.0,43.0,43.0,49.0,46.0,46.0,44.0,46
Finström,80.0,85.0,84.0,85.0,83.0,86.0,80.0,79.0,76.0,79.0,74.0,69
Föglö,18.0,17.0,20.0,20.0,19.0,17.0,13.0,13.0,14.0,14.0,13.0,13
Geta,25.0,23.0,27.0,25.0,23.0,28.0,28.0,29.0,26.0,26.0,22.0,23
Hammarland,48.0,46.0,43.0,49.0,47.0,50.0,53.0,58.0,60.0,59.0,53.0,59
Jomala,198.0,208.0,215.0,213.0,214.0,222.0,217.0,230.0,237.0,253.0,259.0,258
Kumlinge,29.0,18.0,20.0,20.0,18.0,18.0,24.0,18.0,18.0,18.0,19.0,20
Kökar,24.0,24.0,27.0,23.0,20.0,23.0,24.0,30.0,30.0,23.0,23.0,22
Lemland,75.0,72.0,75.0,75.0,71.0,75.0,75.0,74.0,71.0,71.0,77.0,73
Lumparland,20.0,18.0,22.0,22.0,21.0,21.0,23.0,23.0,22.0,24.0,23.0,22
Maarianhamina - Mariehamn,598.0,598.0,587.0,588.0,579.0,561.0,585.0,574.0,573.0,565.0,568.0,563
Saltvik,67.0,71.0,74.0,77.0,67.0,72.0,75.0,74.0,73.0,67.0,72.0,68
Sottunga,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,9
Sund,40.0,38.0,40.0,47.0,46.0,41.0,47.0,45.0,47.0,49.0,44.0,44
Vårdö,25.0,21.0,24.0,21.0,20.0,20.0,20.0,20.0,22.0,23.0,22.0,18
